id,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion
0.0,no,adult,38.3,54.0,18.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,None,more_1_liter,5.4,None,distend_small,44.0,7.2,serosanguious,3.0,no
1216.0,yes,adult,38.5,132.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,none,2.0,absent,None,57.0,82.0,cloudy,2.0,no
0.0,yes,adult,37.5,72.0,30.0,cold,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,4.5,decreased,distend_large,60.0,6.8,None,3.0,yes
249.0,yes,adult,39.1,88.0,24.0,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,none,more_1_liter,7.0,normal,distend_small,52.0,7.6,serosanguious,4.5,yes
1028.0,yes,adult,38.2,40.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,1.0,decreased,distend_large,40.0,60.0,clear,2.0,yes
565.0,yes,adult,39.0,88.0,28.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,7.0,absent,distend_small,64.0,7.6,cloudy,2.6,yes
687.0,yes,adult,38.4,60.0,40.0,warm,normal,None,less_3_sec,severe_pain,hypomotile,slight,None,less_1_liter,4.5,absent,distend_small,50.0,4.7,serosanguious,4.1,yes
78.0,yes,adult,38.0,104.0,40.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.4,absent,distend_small,53.0,7.3,cloudy,2.3,yes
0.0,no,young,39.5,84.0,30.0,None,None,None,less_3_sec,None,None,None,None,None,4.5,None,None,28.0,5.0,None,3.0,no
1173.0,yes,adult,37.4,60.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,normal,distend_large,66.0,69.0,cloudy,1.0,yes
456.0,no,adult,37.8,44.0,12.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,none,none,5.0,normal,normal,32.0,7.0,serosanguious,4.7,no
0.0,yes,adult,38.7,72.0,28.0,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,None,None,4.5,None,None,33.0,6.5,cloudy,3.0,yes
28.0,yes,adult,39.4,124.0,32.0,cold,reduced,pale_cyanotic,less_3_sec,None,absent,moderate,slight,more_1_liter,5.0,decreased,normal,48.0,7.3,serosanguious,3.4,no
0.0,yes,adult,38.2,78.0,24.0,cool,reduced,pale_pink,less_3_sec,None,hypomotile,None,slight,none,4.5,None,distend_small,43.0,62.0,None,2.0,no
1119.0,yes,adult,39.7,100.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,None,absent,severe,none,more_1_liter,2.0,None,distend_large,52.0,75.0,cloudy,2.0,yes
453.0,yes,adult,36.0,114.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,44.0,6.2,serosanguious,4.3,yes
285.0,yes,adult,37.2,48.0,12.0,cool,reduced,normal_pink,less_3_sec,mild_pain,normal,slight,none,more_1_liter,5.5,normal,distend_small,35.0,8.0,clear,5.0,yes
56.0,yes,adult,38.6,52.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.7,normal,firm,48.0,7.2,clear,5.0,no
1036.0,no,adult,37.8,48.0,28.0,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,more_1_liter,5.5,normal,firm,36.0,6.6,serosanguious,5.3,no
0.0,no,adult,39.0,86.0,16.0,cool,reduced,bright_red,None,mild_pain,hypomotile,moderate,None,less_1_liter,4.5,None,None,68.0,5.8,serosanguious,6.0,yes
659.0,yes,adult,37.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,none,more_1_liter,2.0,decreased,normal,37.0,75.0,cloudy,2.0,no
891.0,yes,adult,37.1,114.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,3.0,decreased,distend_large,57.0,8.1,serosanguious,3.6,yes
1188.0,no,adult,38.6,54.0,20.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.0,None,other,49.0,7.0,cloudy,5.0,no
999.0,no,adult,37.1,84.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,None,less_1_liter,3.0,None,distend_small,50.0,6.0,serosanguious,3.9,yes
0.0,yes,adult,37.9,68.0,20.0,None,normal,bright_pink,less_3_sec,depressed,absent,slight,None,None,4.5,normal,distend_large,45.0,4.0,serosanguious,2.8,yes
327.0,yes,adult,39.2,100.0,24.0,cold,reduced,bright_red,more_3_sec,depressed,absent,severe,None,more_1_liter,2.0,absent,distend_large,68.0,64.0,serosanguious,2.0,yes
574.0,yes,adult,39.1,100.0,36.0,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,7.5,absent,distend_small,54.0,6.2,serosanguious,3.6,yes
0.0,no,adult,36.0,42.0,30.0,None,None,bright_red,less_3_sec,None,None,None,None,None,4.5,None,None,64.0,6.8,None,3.0,no
804.0,yes,adult,38.5,129.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,None,distend_large,57.0,66.0,None,2.0,yes
1163.0,yes,adult,38.2,52.0,32.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,50.0,75.0,serosanguious,2.0,yes
375.0,no,adult,37.5,96.0,18.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4.0,decreased,distend_small,47.0,7.5,serosanguious,4.1,yes
917.0,no,adult,37.8,48.0,9.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.5,decreased,distend_small,49.0,6.0,clear,3.6,yes
412.0,yes,adult,37.5,104.0,18.0,normal,normal,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,less_1_liter,5.0,None,distend_small,69.0,8.0,serosanguious,5.3,yes
779.0,yes,adult,38.0,100.0,16.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,2.0,decreased,distend_small,47.0,60.0,clear,2.0,no
245.0,yes,adult,38.5,64.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,3.0,absent,distend_small,33.0,6.5,cloudy,3.6,yes
0.0,yes,adult,37.3,48.0,12.0,normal,None,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,none,4.5,decreased,firm,40.0,6.6,cloudy,3.0,yes
625.0,yes,adult,37.6,72.0,36.0,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,4.4,decreased,distend_small,33.0,3.5,serosanguious,3.9,yes
944.0,yes,adult,39.1,96.0,40.0,cold,absent,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,absent,distend_small,74.0,6.6,cloudy,1.4,yes
483.0,yes,adult,36.6,82.0,36.0,cold,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,decreased,distend_large,45.0,7.0,cloudy,2.0,yes
1082.0,yes,adult,39.5,92.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,increased,distend_large,67.0,7.0,clear,3.6,yes
223.0,yes,adult,37.9,80.0,12.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,None,more_1_liter,2.0,absent,distend_large,57.0,56.0,serosanguious,1.0,yes
0.0,yes,adult,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes
0.0,yes,adult,38.3,132.0,28.0,None,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.2,absent,distend_small,57.0,8.0,None,5.2,yes
447.0,yes,adult,38.5,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,None,57.0,8.1,serosanguious,4.5,yes
0.0,yes,adult,38.2,72.0,18.0,None,None,None,None,None,None,None,None,None,4.5,None,None,35.0,6.4,None,3.0,yes
0.0,yes,adult,37.2,40.0,20.0,None,None,None,None,None,None,None,None,None,4.5,absent,normal,36.0,62.0,clear,1.0,no
337.0,no,adult,38.4,48.0,32.0,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,41.0,66.0,cloudy,3.3,yes
0.0,yes,adult,37.0,66.0,20.0,normal,reduced,bright_pink,less_3_sec,severe_pain,hypomotile,moderate,none,None,4.5,normal,distend_large,35.0,6.9,cloudy,3.0,yes
229.0,yes,adult,38.3,52.0,40.0,normal,normal,bright_pink,less_3_sec,alert,absent,none,none,none,7.0,normal,normal,50.0,7.0,clear,5.0,yes
320.0,no,adult,38.1,86.0,40.0,cool,None,dark_cyanotic,less_3_sec,depressed,absent,moderate,significant,more_1_liter,2.0,None,other,41.0,65.0,cloudy,2.0,no
892.0,yes,young,37.2,150.0,80.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,less_1_liter,5.0,absent,normal,66.0,7.5,serosanguious,5.3,yes
850.0,no,adult,38.5,54.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,normal,none,slight,less_1_liter,3.0,decreased,firm,44.0,7.5,cloudy,2.3,no
702.0,no,adult,38.4,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,none,None,7.5,decreased,normal,59.0,8.2,cloudy,2.6,no
0.0,yes,adult,38.4,49.0,28.0,None,None,normal_pink,less_3_sec,None,None,none,slight,none,4.5,None,None,44.0,7.6,None,3.0,yes
300.0,yes,adult,38.6,60.0,30.0,cool,reduced,None,less_3_sec,mild_pain,hypomotile,slight,none,less_1_liter,1.0,absent,distend_small,33.0,70.0,serosanguious,1.0,yes
32.0,yes,adult,38.0,129.0,96.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,None,more_1_liter,5.0,absent,distend_small,73.0,8.4,serosanguious,4.1,yes
24.0,yes,adult,38.1,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,None,distend_large,57.0,66.0,serosanguious,2.0,no
406.0,no,adult,38.6,48.0,12.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,more_1_liter,5.0,normal,normal,49.0,8.1,clear,5.0,no
215.0,yes,adult,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,none,none,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes
329.0,yes,adult,38.8,52.0,16.0,normal,normal,None,less_3_sec,mild_pain,absent,slight,none,more_1_liter,1.0,decreased,distend_small,42.0,71.0,clear,2.0,no
228.0,yes,adult,37.3,48.0,18.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.3,absent,distend_small,49.0,7.8,serosanguious,2.1,yes
233.0,yes,adult,38.2,66.0,14.0,normal,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,normal,distend_large,33.0,6.0,clear,3.6,yes
1052.0,yes,adult,37.7,88.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,45.0,68.0,serosanguious,2.0,no
964.0,yes,adult,37.2,40.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,57.0,7.0,serosanguious,4.3,yes
0.0,no,adult,38.2,72.0,12.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,slight,significant,none,4.5,normal,firm,44.0,7.5,cloudy,3.0,no
741.0,yes,adult,38.1,52.0,24.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,54.0,7.5,clear,2.0,yes
1020.0,no,adult,37.8,72.0,52.0,cool,reduced,pale_cyanotic,less_3_sec,None,hypomotile,moderate,slight,more_1_liter,7.0,None,distend_large,44.0,7.0,serosanguious,3.9,yes
0.0,no,adult,38.5,60.0,20.0,normal,normal,bright_red,more_3_sec,depressed,normal,none,slight,none,4.5,increased,firm,63.0,7.5,cloudy,2.3,no
971.0,yes,adult,39.3,100.0,51.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,none,less_1_liter,2.0,None,distend_small,66.0,13.0,None,2.0,yes
1202.0,no,adult,40.3,114.0,36.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,7.0,serosanguious,4.5,yes
111.0,yes,adult,38.0,88.0,24.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,5.7,decreased,distend_small,36.0,6.6,serosanguious,3.7,yes
0.0,no,adult,38.2,84.0,36.0,None,None,pale_pink,less_3_sec,None,hypomotile,none,slight,none,4.5,decreased,other,44.0,8.5,None,3.0,yes
861.0,yes,adult,38.2,80.0,42.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,1.5,absent,distend_large,52.0,7.0,serosanguious,2.6,yes
0.0,yes,adult,37.8,60.0,24.0,normal,None,pale_pink,more_3_sec,None,absent,severe,slight,more_1_liter,2.0,None,distend_large,52.0,75.0,None,3.0,yes
120.0,yes,young,39.2,150.0,51.0,normal,reduced,bright_red,less_3_sec,None,hypomotile,moderate,slight,more_1_liter,2.0,absent,normal,47.0,8.1,cloudy,2.2,no
1051.0,yes,adult,37.2,52.0,16.0,normal,None,pale_pink,less_3_sec,None,absent,moderate,none,more_1_liter,2.0,None,distend_small,42.0,71.0,clear,1.0,yes
178.0,yes,adult,39.5,66.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.5,None,None,48.0,6.8,cloudy,2.6,yes
332.0,yes,adult,38.2,40.0,84.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,normal,normal,54.0,6.4,serosanguious,5.3,yes
371.0,yes,adult,38.1,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,7.0,normal,distend_large,49.0,7.2,clear,8.0,yes
877.0,yes,adult,38.1,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,2.0,absent,distend_large,43.0,51.0,clear,1.0,no
148.0,yes,adult,37.6,84.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,4.4,decreased,distend_small,44.0,4.9,cloudy,2.9,yes
0.0,no,adult,38.5,100.0,28.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,severe,slight,none,4.5,absent,distend_large,48.0,7.5,None,3.0,no
91.0,no,adult,38.7,54.0,36.0,normal,None,bright_pink,less_3_sec,depressed,hypermotile,none,slight,less_1_liter,7.0,normal,distend_small,39.0,6.0,cloudy,2.6,no
1021.0,yes,adult,37.6,88.0,16.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,48.0,8.0,cloudy,7.0,yes
381.0,yes,adult,38.7,100.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,7.0,normal,normal,40.0,7.0,clear,8.0,yes
972.0,no,adult,35.4,140.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,None,distend_large,57.0,8.5,clear,2.0,yes
974.0,yes,adult,38.3,88.0,12.0,normal,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_large,48.0,60.0,clear,2.0,yes
1039.0,yes,adult,38.1,112.0,36.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,None,less_1_liter,2.0,absent,distend_small,53.0,8.2,serosanguious,4.4,no
608.0,yes,adult,39.4,108.0,20.0,cool,None,dark_cyanotic,more_3_sec,depressed,absent,severe,None,more_1_liter,2.0,decreased,distend_small,75.0,67.0,serosanguious,1.0,yes
600.0,yes,young,38.8,164.0,84.0,cold,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,5.0,decreased,None,45.0,7.2,serosanguious,5.3,yes
517.0,no,adult,40.3,114.0,36.0,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes
489.0,no,young,37.4,84.0,30.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,normal,None,48.0,7.5,cloudy,2.5,yes
380.0,yes,adult,38.3,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,None,none,2.0,absent,distend_large,55.0,64.0,serosanguious,2.0,yes
0.0,yes,adult,38.2,120.0,70.0,cold,None,pale_cyanotic,more_3_sec,depressed,absent,None,None,None,4.5,None,distend_large,55.0,65.0,None,3.0,no
1047.0,yes,adult,37.6,68.0,28.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,none,7.0,normal,distend_large,47.0,8.0,cloudy,3.9,yes
605.0,yes,young,38.0,124.0,70.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,4.0,absent,distend_small,57.0,8.8,serosanguious,5.3,yes
0.0,no,adult,39.0,64.0,40.0,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,4.5,decreased,firm,42.0,7.5,cloudy,2.3,no
714.0,yes,adult,38.2,76.0,20.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,7.0,None,distend_large,46.0,46.0,clear,2.0,yes
666.0,yes,adult,38.6,54.0,14.0,normal,normal,pale_pink,less_3_sec,mild_pain,normal,slight,slight,none,7.0,increased,normal,38.0,6.3,clear,3.9,yes
297.0,yes,adult,37.7,68.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,firm,39.0,7.0,clear,7.0,yes
1108.0,yes,adult,38.0,98.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.4,absent,distend_small,69.0,7.8,serosanguious,4.4,yes
1121.0,yes,adult,38.2,84.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,57.0,7.5,serosanguious,2.0,yes
422.0,no,adult,37.8,88.0,16.0,normal,None,normal_pink,less_3_sec,depressed,hypomotile,none,none,more_1_liter,1.0,normal,None,52.0,7.0,clear,2.0,no
680.0,no,adult,38.0,40.0,28.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,4.5,increased,firm,49.0,7.2,clear,5.0,no
0.0,yes,adult,38.9,80.0,44.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,54.0,6.5,serosanguious,3.0,yes
1170.0,yes,adult,38.0,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,none,none,none,4.5,absent,None,44.0,6.4,serosanguious,2.6,yes
762.0,yes,adult,38.4,84.0,32.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,more_1_liter,7.0,decreased,firm,43.0,8.8,cloudy,5.3,yes
49.0,yes,adult,37.7,48.0,16.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,decreased,firm,35.0,7.5,serosanguious,4.5,yes
700.0,no,adult,38.0,44.0,16.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,decreased,normal,33.0,63.0,clear,3.4,no
1146.0,yes,adult,38.1,108.0,36.0,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_large,51.0,11.0,serosanguious,4.5,yes
416.0,no,adult,38.6,52.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.5,normal,firm,36.0,6.6,clear,5.0,no
560.0,no,adult,38.6,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,normal,firm,44.0,7.3,clear,1.6,no
321.0,yes,adult,38.9,80.0,44.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,significant,less_1_liter,7.0,decreased,normal,54.0,54.0,serosanguious,2.0,yes
159.0,yes,adult,37.2,44.0,20.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.0,absent,distend_small,41.0,6.1,serosanguious,4.3,yes
76.0,no,adult,37.5,88.0,24.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,None,less_1_liter,4.0,normal,None,69.0,8.2,cloudy,5.0,no
34.0,yes,adult,37.2,96.0,24.0,cold,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,None,4.5,None,distend_small,31.5,6.1,serosanguious,5.3,yes
1081.0,yes,adult,37.1,52.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,50.0,7.0,serosanguious,3.6,yes
1066.0,yes,adult,38.0,66.0,12.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,31.5,6.2,cloudy,1.5,yes
437.0,yes,adult,39.7,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,2.0,absent,distend_small,58.0,13.0,serosanguious,2.0,no
1123.0,yes,adult,38.0,164.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,5.5,absent,distend_small,64.0,8.6,clear,3.3,yes
973.0,yes,adult,38.3,90.0,40.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,2.0,decreased,None,75.0,55.0,cloudy,2.0,no
29.0,no,young,40.3,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,none,7.0,absent,distend_small,47.0,7.5,serosanguious,4.5,yes
19.0,yes,adult,37.5,70.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.5,normal,normal,35.0,8.4,serosanguious,4.5,yes
1134.0,yes,adult,36.7,84.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,None,more_1_liter,4.5,absent,distend_large,40.0,7.8,serosanguious,2.6,yes
689.0,yes,adult,38.5,88.0,12.0,warm,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,significant,less_1_liter,4.0,absent,distend_small,40.0,6.6,serosanguious,3.2,yes
0.0,yes,adult,37.2,42.0,12.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.5,absent,distend_large,48.0,7.0,None,3.0,no
0.0,yes,adult,38.5,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,None,None,57.0,66.0,serosanguious,2.0,yes
0.0,no,adult,38.4,48.0,16.0,warm,normal,normal_pink,less_3_sec,alert,None,slight,slight,none,4.5,None,other,39.0,6.5,None,3.0,no
1200.0,yes,adult,38.1,52.0,28.0,normal,normal,bright_red,less_3_sec,severe_pain,absent,none,slight,more_1_liter,7.0,normal,distend_small,54.0,7.5,cloudy,2.0,yes
594.0,no,adult,38.9,60.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,less_1_liter,7.0,normal,normal,49.0,5.9,cloudy,7.0,no
873.0,yes,adult,38.5,66.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,3.0,absent,distend_large,31.5,6.7,clear,3.0,yes
0.0,no,adult,38.0,60.0,32.0,normal,normal,None,less_3_sec,mild_pain,hypomotile,None,none,none,4.5,None,None,50.0,7.0,clear,1.0,no
250.0,yes,adult,37.2,42.0,12.0,normal,reduced,normal_pink,less_3_sec,mild_pain,absent,none,None,more_1_liter,2.0,decreased,distend_large,36.0,66.0,clear,2.0,yes
911.0,yes,adult,38.5,60.0,80.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,increased,distend_small,47.0,70.0,serosanguious,2.0,yes
936.0,no,adult,38.6,48.0,24.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,2.0,absent,None,43.0,53.0,clear,2.0,no
507.0,yes,adult,37.8,124.0,30.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,6.5,absent,distend_small,52.0,7.5,serosanguious,2.6,yes
259.0,yes,adult,38.2,88.0,30.0,cold,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,53.0,75.0,serosanguious,2.0,yes
